strategy,CAGR,Volatility,Sharpe,MaxDrawdown
Factor,0.0005289059238993143,0.10431190336217121,0.8518776866755312,-0.16956802236940638
SPY,4.002654895840507e-05,0.1508887782248752,0.7601864479538294,-0.5078480013015589
