date,equity,scale,vol
2007-01-31,0.9748144916438071,0.9241138535121912,0.12985412949273237
2007-02-28,0.9812426302167673,0.9305646047680088,0.1289539698642591
2007-03-31,1.033348825562676,0.8571775714228537,0.13999433023055952
2007-04-30,1.0845914254250308,1.02908367255419,0.11660859383975988
2007-05-31,1.0890990602456483,1.0907842409744435,0.11001259047600372
2007-06-30,1.0950754822236448,1.1997998499903042,0.10001668194988501
2007-07-31,1.1239357517915178,1.281123385366493,0.09366779294694665
2007-08-31,1.20747481673502,1.1772727032695454,0.10193050400874291
2007-09-30,1.2768705669595604,1.1760104918498469,0.10203990596311925
2007-10-31,1.2180520449448964,0.9918027932030955,0.12099179476239598
2007-11-30,1.2291919670451343,0.9978990751222262,0.12025264176670569
2007-12-31,1.143101092049523,0.7383841656705965,0.1625170278279419
2008-01-31,1.1091756658077636,0.721262793449648,0.16637486515291502
2008-02-29,1.1151095710789614,0.7212612612597433,0.1663752185864106
2008-03-31,1.1694077108760899,0.7107030089742078,0.16884690016045076
2008-04-30,1.1868898047372398,0.7326906336087592,0.1637799017696702
2008-05-31,1.1225825479953886,0.642473132648893,0.18677823850040923
2008-06-30,1.1193535211890397,0.6429166766996014,0.18664938140353948
2008-07-31,1.1199042037383358,0.6486793578709589,0.18499124188852556
2008-08-31,1.0621440454384743,0.6564451344123751,0.18280278687329973
2008-09-30,0.9797144065581003,0.6015381683836561,0.19948858826771068
2008-10-31,0.9380567644726128,0.590419569647813,0.2032452956658946
2008-11-30,0.9611972159706687,0.561125353745075,0.21385595785165185
2008-12-31,0.9433841784933763,0.5939574320535006,0.20203468047385426
2009-01-31,0.9199636747963855,0.5937843549952946,0.20209356981281687
2009-02-28,0.9700554056625366,0.4958105278310336,0.24202793862597163
2009-03-31,1.0072205217768064,0.4877039181051732,0.246050924639326
2009-04-30,1.0183272841199669,0.4869752426657218,0.24641909790550182
2009-05-31,1.0197730250461106,0.5106462255293807,0.23499635168280636
2009-06-30,1.0535482028768715,0.48546219134152685,0.24718711805010363
2009-07-31,1.0760450940693276,0.4768858474230026,0.25163254612913427
2009-08-31,1.102767278349899,0.5010939960918902,0.23947602832182907
2009-09-30,1.0878991594296572,0.63456132268372,0.18910701883387676
2009-10-31,1.153816717849741,0.7105465207076789,0.1688840864078601
2009-11-30,1.210905238832607,0.6946614240246349,0.17274602540149747
2009-12-31,1.14936312775764,0.593805354334114,0.2020864229736805
2010-01-31,1.1781651899291523,0.6474454792744588,0.18534379162624556
2010-02-28,1.2454087460273124,0.6817139996552837,0.1760268969988578
2010-03-31,1.2508581326677233,0.697650477240521,0.17200590254685508
2010-04-30,1.2086678154051698,0.6258814112285893,0.1917296117877076
2010-05-31,1.1627568295712614,0.5663377031916315,0.2118877117375949
2010-06-30,1.183597006785644,0.5840178210106044,0.2054731819524752
2010-07-31,1.1651277249722418,0.5805155072727897,0.20671282419956247
2010-08-31,1.242432450549127,0.5039910833409331,0.23809945049925418
2010-09-30,1.273214081556436,0.5075675221839677,0.2364217463790089
2010-10-31,1.2951754077970457,0.5293641501794137,0.22668705457165775
2010-11-30,1.3265588631536065,0.5422060598411531,0.22131807238590376
2010-12-31,1.365549722086752,0.620587100893872,0.19336528237076822
2011-01-31,1.4056160195453797,0.6180083430894926,0.19417213592960028
2011-02-28,1.4098504020174065,0.6489805643458925,0.18490538329286949
2011-03-31,1.4495643372781506,0.646806681035165,0.18552684058233457
2011-04-30,1.4285679955824946,0.6936712558814333,0.1729926085051896
2011-05-31,1.3932723797252122,0.7747473302593819,0.1548892075043673
2011-06-30,1.3985510091733733,0.7654636338659669,0.15676773486147358
2011-07-31,1.3496172767288463,0.7225664646798396,0.16607468774954914
2011-08-31,1.2498389199674327,0.7113827691921623,0.16868555888171224
2011-09-30,1.3197933632982577,0.6590589457952224,0.18207779556835793
2011-10-31,1.3052753479814838,0.6604089442257043,0.1817055947670331
2011-11-30,1.3124465656590258,0.6798114973194409,0.17651952118075526
2011-12-31,1.3731656647435424,0.6497641262495326,0.1846824026630176
2012-01-31,1.4247505249686565,0.6384729165771155,0.1879484577722198
2012-02-29,1.4656968522389446,0.623402363465352,0.1924920517351703
2012-03-31,1.4388087992444796,0.6263326568856759,0.19159147887430614
2012-04-30,1.3892278194335559,0.6011413286023852,0.19962027944242702
2012-05-31,1.4271662066926292,0.5949891895692031,0.20168433662951923
2012-06-30,1.4319869812116246,0.5949901377732532,0.20168401521594836
2012-07-31,1.45774675813218,0.6190441650264329,0.19384723543089377
2012-08-31,1.4785913389246823,0.8157440785718927,0.14710495994047748
2012-09-30,1.4504622597273071,0.8857588161402777,0.13547705968415175
2012-10-31,1.4813155221569507,0.9109217793160533,0.13173469196235432
2012-11-30,1.5124328425762348,0.9122414513045098,0.13154412116265862
2012-12-31,1.615964688071268,0.8959792795458819,0.1339316686662897
2013-01-31,1.622023662650053,0.9463957116224233,0.1267968551910298
2013-02-28,1.66117194143669,0.9792979590673379,0.12253676104286523
2013-03-31,1.7254523198933611,1.0332563030369346,0.11613768979419474
2013-04-30,1.9165693760601354,1.0046323981580916,0.11944667544069835
2013-05-31,1.9074790164605786,0.9723666001725979,0.12341024463273384
2013-06-30,2.0396564058957174,0.92637572931325,0.1295370724888913
2013-07-31,2.0780201805687204,0.9223532529978853,0.130101996832525
2013-08-31,2.2102278627633187,0.8917194843526852,0.13457146793995434
2013-09-30,2.228992445127022,0.9735086836573565,0.12326546441185737
2013-10-31,2.2901935180812725,0.9780310975391966,0.12269548514554339
2013-11-30,2.3836265172094713,0.9887122983747814,0.12136998821320698
2013-12-31,2.409073088278469,1.0146378428700598,0.11826879989076838
2014-01-31,2.6034711519660636,0.9915594237262517,0.12102149112661696
2014-02-28,2.5473867307904383,0.8716928225036842,0.1376631731982545
2014-03-31,2.5292733516729187,0.8257934989017662,0.14531477925121666
2014-04-30,2.6357550049823364,0.9989313108047337,0.12012837990164572
2014-05-31,2.76419181523057,1.0383223872150986,0.11557104178583104
2014-06-30,2.740268377596068,1.0685395262336574,0.11230281805575398
2014-07-31,2.9182449962146992,1.0140077838319344,0.11834228682793747
2014-08-31,2.900697284040625,1.0568696320372228,0.11354285936732601
2014-09-30,2.908671803809343,1.0476826948275322,0.11453849585608951
2014-10-31,3.018849628322033,1.0409418903889147,0.11528021026722811
2014-11-30,3.024356717325369,1.0408449199572885,0.11529095036071679
2014-12-31,2.939970499915494,0.9585390216307934,0.12519052150411167
2015-01-31,3.162814517009588,0.9738497696728226,0.12322229129890902
2015-02-28,3.0978234639038518,0.9845755963965596,0.1218799251567752
2015-03-31,3.119415005788289,1.0055679756573976,0.11933554260372013
2015-04-30,3.283727357835468,0.9801690102251384,0.1224278657539242
2015-05-31,3.2023654212840627,0.953401377419708,0.1258651422601977
2015-06-30,3.282972005183445,0.9653653470906028,0.12430526987699879
2015-07-31,3.148452821222119,0.9619418775759093,0.12474766178430619
2015-08-31,3.0921692821802256,0.9458725238977156,0.1268669899676423
2015-09-30,3.2952434946793208,0.8155905110277346,0.14713265833461778
2015-10-31,3.3865568562145274,0.8179853359937138,0.14670189637839937
2015-11-30,3.3689068251334677,0.8133133023846117,0.1475446173672106
2015-12-31,3.186398923532057,0.7168815444101844,0.16739167151907952
2016-01-31,3.1592780120478343,0.8045237673150863,0.14915656301922875
2016-02-29,3.335916482938072,0.7252108628932986,0.16546911545319168
2016-03-31,3.33896339563798,0.724580654252173,0.16561303327074042
2016-04-30,3.508140552710735,0.6963052375282658,0.17233821251434825
2016-05-31,3.518594866308144,0.7134754641304453,0.1681907872560847
2016-06-30,3.722279022675935,0.6484162378564694,0.18506630925328965
2016-07-31,3.778291498541987,0.6926767447757051,0.1732409827600854
2016-08-31,3.817568505414662,0.715667596310049,0.16767560892614783
2016-09-30,3.823110598129669,0.7618446533090997,0.15751242655412187
2016-10-31,3.9939760654489205,0.7384951730845372,0.16249259896823096
2016-11-30,4.168758870210809,0.7324718230123402,0.1638288275806868
2016-12-31,4.231471428869227,0.9837317758389651,0.12198447071373625
2017-01-31,4.511116838663651,1.046490644100375,0.11466896591623049
2017-02-28,4.622865506592279,1.1080171794182976,0.10830156989352754
2017-03-31,4.624806573141452,1.1048817086327016,0.10860891176169508
2017-04-30,4.803742481292442,1.1915736668618218,0.10070716006676869
2017-05-31,4.808510853808101,1.17916965740228,0.10176652634054452
2017-06-30,5.096592946655442,1.4739505067243057,0.08141385986337282
2017-07-31,5.239551538804109,1.4693210791358098,0.08167037259860094
2017-08-31,5.5035076578815305,1.4892210944636457,0.08057903587728786
2017-09-30,5.951288496823832,1.5,0.07821134742703739
2017-10-31,6.087774771510658,1.5,0.0741692175158098
2017-11-30,6.0718972632693164,1.5,0.07253496822451538
2017-12-31,6.782827500867811,1.133400434885905,0.1058760843091435
2018-01-31,6.674525166863519,1.0970643006362704,0.10938283191824119
