Price,close
Ticker,
date,
2005-01-03,40.09334945678711
2005-01-04,39.55967330932617
2005-01-05,39.28600311279297
2005-01-06,39.47416687011719
2005-01-07,39.34757614135742
2005-01-10,39.50495529174805
2005-01-11,39.26548385620117
2005-01-12,39.43994522094727
2005-01-13,39.13207244873047
2005-01-14,39.30652618408203
2005-01-18,39.734161376953125
2005-01-19,39.378360748291016
2005-01-20,39.138916015625
2005-01-21,38.93707656860352
2005-01-24,38.7284049987793
2005-01-25,38.827598571777344
2005-01-26,39.06706237792969
2005-01-27,39.12179946899414
2005-01-28,38.978118896484375
2005-01-31,39.37495803833008
2005-02-01,39.5973014831543
2005-02-02,39.778621673583984
2005-02-03,39.580196380615234
2005-02-04,40.07625198364258
2005-02-07,40.05913925170898
2005-02-08,40.12755584716797
2005-02-09,39.75127029418945
2005-02-10,39.88808822631836
2005-02-11,40.21307373046875
2005-02-14,40.22334289550781
2005-02-15,40.36702728271485
2005-02-16,40.37385177612305
2005-02-17,40.11044692993164
2005-02-18,40.09334945678711
2005-02-22,39.48784637451172
2005-02-23,39.69651794433594
2005-02-24,39.9975700378418
2005-02-25,40.39780426025391
2005-02-28,40.19595718383789
2005-03-01,40.4251708984375
2005-03-02,40.390960693359375
2005-03-03,40.43543243408203
2005-03-04,40.84252166748047
2005-03-07,40.945159912109375
2005-03-08,40.68516159057617
2005-03-09,40.315711975097656
2005-03-10,40.24388122558594
2005-03-11,40.11386489868164
2005-03-14,40.312278747558594
2005-03-15,40.100189208984375
2005-03-16,39.75468063354492
2005-03-17,39.80255126953125
2005-03-18,39.71703720092773
2005-03-21,39.59388732910156
2005-03-22,39.25521469116211
2005-03-23,39.22443008422852
2005-03-24,39.23405456542969
2005-03-28,39.26838684082031
2005-03-29,38.938724517822266
2005-03-30,39.46756362915039
2005-03-31,39.44352722167969
2005-04-01,39.2752685546875
2005-04-04,39.40574645996094
2005-04-05,39.52937698364258
2005-04-06,39.61865997314453
2005-04-07,39.83499526977539
2005-04-08,39.49160003662109
2005-04-11,39.46068954467773
2005-04-12,39.66329956054688
2005-04-13,39.23405456542969
2005-04-14,38.77046203613281
2005-04-15,38.15231323242188
2005-04-18,38.2896842956543
2005-04-19,38.61248016357422
2005-04-20,38.06305694580078
2005-04-21,38.78418350219727
2005-04-22,38.53005599975586
2005-04-25,38.90781021118164
2005-04-26,38.488861083984375
2005-04-27,38.629638671875
2005-04-28,38.11798477172852
2005-04-29,38.57472229003906
2005-05-02,38.77046203613281
2005-05-03,38.890655517578125
2005-05-04,39.2237548828125
2005-05-05,39.15162658691406
2005-05-06,39.14132690429688
2005-05-09,39.3576774597168
2005-05-10,39.00053024291992
2005-05-11,39.19627380371094
2005-05-12,38.74984359741211
2005-05-13,38.58502197265625
2005-05-16,38.96962356567383
2005-05-17,39.23746871948242
2005-05-18,39.71137619018555
2005-05-19,39.889949798583984
2005-05-20,39.83499526977539
2005-05-23,40.041046142578125
2005-05-24,40.041046142578125
2005-05-25,39.89337539672852
2005-05-26,40.12003326416016
2005-05-27,40.18185043334961
2005-05-31,40.07193756103516
2005-06-01,40.40505599975586
2005-06-02,40.46686935424805
2005-06-03,40.23335647583008
2005-06-06,40.29860305786133
2005-06-07,40.32609558105469
2005-06-08,40.23335647583008
2005-06-09,40.44282913208008
2005-06-10,40.39132308959961
2005-06-13,40.48404312133789
2005-06-14,40.62141418457031
2005-06-15,40.67634201049805
2005-06-16,40.86521530151367
2005-06-17,41.04037094116211
2005-06-20,41.03693008422852
2005-06-21,40.95794296264648
2005-06-22,41.03693008422852
2005-06-23,40.53899383544922
2005-06-24,40.19559097290039
2005-06-27,40.234519958496094
2005-06-28,40.64459228515625
2005-06-29,40.5756721496582
2005-06-30,40.37579727172852
2005-07-01,40.52397918701172
2005-07-05,40.875450134277344
2005-07-06,40.56187057495117
2005-07-07,40.67904281616211
2005-07-08,41.17870330810547
2005-07-11,41.47160339355469
2005-07-12,41.54053497314453
2005-07-13,41.59220886230469
2005-07-14,41.6335563659668
2005-07-15,41.66802597045898
2005-07-18,41.495723724365234
2005-07-19,41.76795196533203
2005-07-20,41.90234375
2005-07-21,41.64734649658203
2005-07-22,41.92991256713867
2005-07-25,41.82653427124024
2005-07-26,41.87821960449219
2005-07-27,42.04363632202149
2005-07-28,42.33309173583984
2005-07-29,42.1435661315918
2005-08-01,42.08497619628906
2005-08-02,42.34341812133789
2005-08-03,42.377872467041016
2005-08-04,42.00227355957031
2005-08-05,41.67835235595703
2005-08-08,41.54053497314453
2005-08-09,41.75416564941406
2005-08-10,41.81619644165039
2005-08-11,42.0195198059082
2005-08-12,41.76106262207031
2005-08-15,41.97471618652344
2005-08-16,41.42683029174805
2005-08-17,41.4233627319336
2005-08-18,41.37858581542969
2005-08-19,41.52327346801758
2005-08-22,41.48539352416992
2005-08-23,41.43025207519531
2005-08-24,41.15802764892578
2005-08-25,41.288970947265625
2005-08-26,41.00640106201172
2005-08-29,41.29241180419922
2005-08-30,41.15457534790039
2005-08-31,41.68524932861328
2005-09-01,41.68181610107422
2005-09-02,41.57497024536133
2005-09-06,42.05740737915039
2005-09-07,42.19525146484375
2005-09-08,42.047061920166016
2005-09-09,42.33309173583984
2005-09-12,42.34341812133789
2005-09-13,42.07462692260742
2005-09-14,41.90234375
2005-09-15,41.91267776489258
2005-09-16,42.198707580566406
2005-09-19,42.04363632202149
2005-09-20,41.630130767822266
2005-09-21,41.23382186889648
2005-09-22,41.37511444091797
2005-09-23,41.45781707763672
2005-09-26,41.50975036621094
2005-09-27,41.50975036621094
2005-09-28,41.5478515625
2005-09-29,41.894073486328125
2005-09-30,42.0152473449707
2005-10-03,42.03602981567383
2005-10-04,41.52360916137695
2005-10-05,40.883079528808594
2005-10-06,40.71687698364258
2005-10-07,40.86228942871094
2005-10-10,40.50569534301758
2005-10-11,40.3671875
2005-10-12,40.06596755981445
2005-10-13,40.03482055664063
2005-10-14,40.46065139770508
2005-10-17,40.567996978759766
2005-10-18,40.155982971191406
2005-10-19,40.74457550048828
2005-10-20,40.135196685791016
2005-10-21,40.29793167114258
2005-10-24,41.000789642333984
2005-10-25,40.90037536621094
2005-10-26,40.74803161621094
2005-10-27,40.21138381958008
2005-10-28,40.84152603149414
2005-10-31,41.02848815917969
2005-11-01,41.10467147827149
2005-11-02,41.59976959228516
2005-11-03,41.75211715698242
2005-11-04,41.74866485595703
2005-11-07,41.7798080444336
2005-11-08,41.75558853149414
2005-11-09,41.85597229003906
2005-11-10,42.10526657104492
2005-11-11,42.292240142822266
2005-11-14,42.20566940307617
2005-11-15,42.03949737548828
2005-11-16,42.11913299560547
2005-11-17,42.51382064819336
2005-11-18,42.78734970092773
2005-11-21,42.9777717590332
