month,equity,spy_equity
2018-05-31,3.377401887870839,2.9952370958077696
2018-06-30,3.2510274498641305,3.0124615635754273
2018-07-31,3.3763758367215946,3.124063474295841
2018-08-31,3.455904990726056,3.2237826343745963
2018-09-30,3.417640297418424,3.242949613958139
2018-10-31,3.0770846101939493,3.01884858963724
2018-11-30,3.032798496716661,3.0748456237087716
2018-12-31,2.6838037307809683,2.80411003823059
2019-01-31,2.9546242065899118,3.028622447109909
2019-02-28,3.0224338986259203,3.1267986771349845
2019-03-31,3.0509540597645874,3.183394607930622
2019-04-30,3.1243939458046124,3.3134439084007825
2019-05-31,2.83242135729124,3.102141684002023
2019-06-30,3.1107529528584497,3.3180100675948037
2019-07-31,3.2143894633243804,3.3681757588650654
2019-08-31,3.231864885379044,3.3117812370758184
2019-09-30,3.295459012452762,3.3762206970598183
2019-10-31,3.547686535146513,3.4508513004730155
2019-11-30,3.6121454469498793,3.57576524238327
2019-12-31,3.899378740185396,3.679661830851653
2020-01-31,3.7545860017168207,3.678175439999201
2020-02-29,3.411894664835416,3.3869897967682236
2020-03-31,2.794360798817224,2.9640522045291333
2020-04-30,3.380129174353017,3.3404380455521316
2020-05-31,3.755191516431795,3.499593422225523
2020-06-30,3.853979149668759,3.5616563320811907
2020-07-31,4.107291017416662,3.7714114383372905
2020-08-31,4.272972596676563,4.034643872040557
2020-09-30,3.985256950762149,3.8835722685688214
2020-10-31,3.848370356821796,3.7867406054739283
2020-11-30,4.535529375783857,4.198649817223231
2020-12-31,4.805220360350307,4.354203056638669
2021-01-31,4.94351477181071,4.309832157574944
2021-02-28,5.364577947785674,4.429668612700286
2021-03-31,5.261723722012191,4.630773030801016
2021-04-30,5.229990816986671,4.875789942589868
2021-05-31,5.382436405129592,4.907804075486497
2021-06-30,5.4857124185704045,5.017873526375681
2021-07-31,5.547068530502864,5.1403720831507
2021-08-31,5.623355430548044,5.293348886372863
2021-09-30,5.422523273031624,5.046649505020234
2021-10-31,5.730486903102651,5.400740625462534
2021-11-30,5.863042232700615,5.357346693337179
2021-12-31,6.035641590844676,5.605111752967476
2022-01-31,5.713004155942473,5.309491684977659
2022-02-28,5.728817960035057,5.152771110942955
2022-03-31,5.797560710299894,5.346466038167769
2022-04-30,5.256956587591561,4.877211989166176
2022-05-31,5.525707808902152,4.888221332887873
2022-06-30,4.689357815599791,4.485136043883558
2022-07-31,5.342650418698189,4.898160810242923
2022-08-31,4.982554573384548,4.698305965599608
2022-09-30,4.453842973847734,4.263966491480808
2022-10-31,4.719316120354604,4.610523239848525
2022-11-30,5.324590491205214,4.8668297165853565
2022-12-31,4.930714352677594,4.5863625352596635
2023-01-31,5.4674946935323305,4.874786704911533
2023-02-28,5.097492085215425,4.752221900183561
2023-03-31,5.505073387518218,4.928423941210651
2023-04-30,5.498508046773086,5.00715430299967
2023-05-31,5.713433167817125,5.030269127549675
2023-06-30,5.74829396910348,5.3562292350503045
2023-07-31,6.0189433043841785,5.531556346215988
2023-08-31,5.835833266533255,5.441657112588679
2023-09-30,5.610455992065994,5.183534908911442
2023-10-31,5.42142111579556,5.071008191997226
2023-11-30,5.965453575316799,5.534213117570602
2023-12-31,6.483418512866928,5.786879383513299
2024-01-31,6.710109880059324,5.879043992543295
2024-02-29,7.007024260117711,6.185852730610215
2024-03-31,7.363398355564099,6.388142377892216
2024-04-30,6.896316011919667,6.130574144166393
2024-05-31,7.540061449464425,6.440657967815484
2024-06-30,7.626250567616932,6.6678838776183245
2024-07-31,7.4666868478554305,6.748625664323712
2024-08-31,7.438883924335847,6.906311783235933
2024-09-30,8.049882367291598,7.051375763433886
2024-10-31,7.941704213016428,6.988453153131282
2024-11-30,8.21113364770547,7.4051984654461185
2024-12-31,7.523856198762002,7.2270280225985415
2025-01-31,7.764110854870816,7.421120818276433
2025-02-28,7.885305279738021,7.326910898882868
2025-03-31,7.870315300608438,6.918660553960427
2025-04-30,7.38977608732548,6.858674936238719
2025-05-31,7.95985886011923,7.289708485211043
2025-06-30,8.95515477868082,7.664298016797087
2025-07-31,9.05933268708506,7.8408183525866395
2025-08-31,9.767465338179107,8.001708740303735
2025-09-30,11.240802189809472,8.286732562439404
2025-10-31,12.559141492874788,8.484267205787933
2025-11-30,12.6929977492307,8.5008109187287
2025-12-31,13.317175438062536,8.507590292580842
2026-01-31,13.317175438062536,8.523185213000012
