date,status,recommended_exposure,rolling_net_return,vol_3m,max_drawdown_3m,tail_correlation,kill_signal,reason,explanation
2026-01-01,RISK_ON,1.0,0.0,,,-0.547,False,EDGE_HEALTHY,No explanation available.
