Price,close
Ticker,
date,
2005-01-03,33.66123962402344
2005-01-04,33.31536102294922
2005-01-05,33.43195343017578
2005-01-06,34.17029571533203
2005-01-07,33.898277282714844
2005-01-10,34.04205322265625
2005-01-11,34.007102966308594
2005-01-12,34.23248291015625
2005-01-13,34.35295104980469
2005-01-14,34.80373001098633
2005-01-18,34.50839614868164
2005-01-19,34.30630874633789
2005-01-20,33.66510772705078
2005-01-21,34.527828216552734
2005-01-24,34.294654846191406
2005-01-25,34.10035705566406
2005-01-26,34.119773864746094
2005-01-27,34.376277923583984
2005-01-28,34.25580596923828
2005-01-31,34.5472526550293
2005-02-01,35.238983154296875
2005-02-02,34.974735260009766
2005-02-03,35.19233322143555
2005-02-04,35.662540435791016
2005-02-07,34.55892562866211
2005-02-08,34.53559112548828
2005-02-09,33.87883758544922
2005-02-10,34.209163665771484
2005-02-11,34.10035705566406
2005-02-14,34.56666946411133
2005-02-15,35.05244445800781
2005-02-16,34.92421340942383
2005-02-17,34.59388732910156
2005-02-18,34.60554885864258
2005-02-22,33.77003860473633
2005-02-23,34.3335075378418
2005-02-24,34.702693939208984
2005-02-25,35.514888763427734
2005-02-28,35.425506591796875
2005-03-01,35.29338836669922
2005-03-02,35.53821563720703
2005-03-03,35.6120491027832
2005-03-04,36.25326156616211
2005-03-07,35.4410514831543
2005-03-08,35.110740661621094
2005-03-09,35.0718879699707
2005-03-10,35.526554107666016
2005-03-11,35.08354568481445
2005-03-14,35.15736770629883
2005-03-15,35.00582504272461
2005-03-16,35.00582504272461
2005-03-17,35.40219497680664
2005-03-18,35.460479736328125
2005-03-21,35.60816192626953
2005-03-22,35.77137756347656
2005-03-23,35.89961624145508
2005-03-24,36.0822639465332
2005-03-28,36.18717193603516
2005-03-29,36.17941284179688
2005-03-30,37.205665588378906
2005-03-31,37.07738494873047
2005-04-01,37.25231552124024
2005-04-04,37.51276397705078
2005-04-05,38.06865310668945
2005-04-06,38.11141586303711
2005-04-07,38.51568603515625
2005-04-08,38.25136184692383
2005-04-11,37.78877639770508
2005-04-12,37.78485870361328
2005-04-13,37.30284118652344
2005-04-14,36.50594711303711
2005-04-15,36.25716781616211
2005-04-18,35.440799713134766
2005-04-19,36.22995376586914
2005-04-20,35.82177734375
2005-04-21,35.93061828613281
2005-04-22,35.475791931152344
2005-04-25,35.27754592895508
2005-04-26,35.00932312011719
2005-04-27,36.031681060791016
2005-04-28,35.95393753051758
2005-04-29,36.73918151855469
2005-05-02,36.805267333984375
2005-05-03,37.59441375732422
2005-05-04,37.82374954223633
2005-05-05,37.78485870361328
2005-05-06,38.25524520874024
2005-05-09,38.32521057128906
2005-05-10,38.041446685791016
2005-05-11,38.09585571289063
2005-05-12,38.11141586303711
2005-05-13,37.0734977722168
2005-05-16,37.64879608154297
2005-05-17,37.85097503662109
2005-05-18,37.24064636230469
2005-05-19,37.5516357421875
2005-05-20,37.51276397705078
2005-05-23,37.86651611328125
2005-05-24,37.82762908935547
2005-05-25,37.58273696899414
2005-05-26,37.76156234741211
2005-05-27,38.006446838378906
2005-05-31,37.76933670043945
2005-06-01,38.274681091308594
2005-06-02,39.16877746582031
2005-06-03,39.339805603027344
2005-06-06,39.643028259277344
2005-06-07,40.20279312133789
2005-06-08,39.79074096679688
2005-06-09,40.233882904052734
2005-06-10,39.48753356933594
2005-06-13,39.79851531982422
2005-06-14,40.16392517089844
2005-06-15,40.09395217895508
2005-06-16,40.07062530517578
2005-06-17,40.3116340637207
2005-06-20,40.10951232910156
2005-06-21,40.327186584472656
2005-06-22,39.938453674316406
2005-06-23,40.19503021240234
2005-06-24,39.88404083251953
2005-06-27,39.89958953857422
2005-06-28,40.96471786499024
2005-06-29,41.3145751953125
2005-06-30,40.537109375
2005-07-01,41.05799865722656
2005-07-05,41.38454055786133
2005-07-06,41.59445571899414
2005-07-07,41.58667755126953
2005-07-08,41.24460220336914
2005-07-11,40.76256942749024
2005-07-12,40.257232666015625
2005-07-13,39.961795806884766
2005-07-14,39.06770324707031
2005-07-15,39.51085662841797
2005-07-18,39.50308990478516
2005-07-19,39.32426071166992
2005-07-20,38.67895126342773
2005-07-21,38.22025680541992
2005-07-22,39.49530029296875
2005-07-25,39.49530029296875
2005-07-26,40.42826461791992
2005-07-27,39.977317810058594
2005-07-28,41.14352035522461
2005-07-29,40.661502838134766
2005-08-01,40.9102897644043
2005-08-02,41.22904586791992
2005-08-03,41.33012771606445
2005-08-04,41.17462921142578
2005-08-05,40.47492218017578
2005-08-08,39.79074096679688
2005-08-09,40.257232666015625
2005-08-10,40.12505722045898
2005-08-11,40.71592330932617
2005-08-12,40.49822998046875
2005-08-15,40.412715911865234
2005-08-16,39.72854995727539
2005-08-17,39.85294723510742
2005-08-18,39.88404083251953
2005-08-19,39.79074096679688
2005-08-22,39.9306755065918
2005-08-23,39.69743728637695
2005-08-24,39.36314010620117
2005-08-25,39.37089538574219
2005-08-26,39.22320175170898
2005-08-29,39.49530029296875
2005-08-30,39.24651336669922
2005-08-31,40.03952026367188
2005-09-01,40.4671516418457
2005-09-02,40.8403205871582
2005-09-06,41.35345077514648
2005-09-07,41.55559539794922
2005-09-08,41.85102081298828
2005-09-09,42.37969970703125
2005-09-12,42.193115234375
2005-09-13,41.22904586791992
2005-09-14,41.15909576416016
2005-09-15,41.5167236328125
2005-09-16,42.022064208984375
2005-09-19,41.59445571899414
2005-09-20,40.9102897644043
2005-09-21,40.886962890625
2005-09-22,41.69554138183594
2005-09-23,42.76066207885742
2005-09-26,43.07165145874024
2005-09-27,42.96279525756836
2005-09-28,43.02499771118164
2005-09-29,43.3204460144043
2005-09-30,43.69361114501953
2005-10-03,44.1445541381836
2005-10-04,44.36225128173828
2005-10-05,43.88798522949219
2005-10-06,43.85688400268555
2005-10-07,43.825801849365234
2005-10-10,43.44482421875
2005-10-11,42.90061950683594
2005-10-12,42.78397750854492
2005-10-13,42.13867950439453
2005-10-14,43.872440338134766
2005-10-17,43.88020324707031
2005-10-18,43.93463897705078
2005-10-19,45.24856185913086
2005-10-20,44.40111541748047
2005-10-21,44.4244499206543
2005-10-24,44.46331024169922
2005-10-25,43.49148941040039
2005-10-26,41.96764755249024
2005-10-27,42.45744323730469
2005-10-28,44.10567855834961
2005-10-31,45.00753784179688
2005-11-01,45.87052917480469
2005-11-02,46.31369018554688
2005-11-03,44.83650588989258
2005-11-04,45.10861587524414
2005-11-07,45.48180389404297
2005-11-08,45.14747619628906
2005-11-09,44.595497131347656
2005-11-10,46.09599685668945
2005-11-11,46.3758659362793
2005-11-14,45.9793701171875
2005-11-15,46.45363998413086
2005-11-16,46.94343948364258
2005-11-17,47.40990829467773
2005-11-18,47.39435577392578
2005-11-21,47.26995468139648
