date,equity
2006-01-31,0.9043192584537326
2006-02-28,0.8811972795770394
2006-03-31,0.9089946936993559
2006-04-30,0.8253827195599502
2006-05-31,0.6975024782728556
2006-06-30,0.6224610233445426
2006-07-31,0.6452540821104191
2006-08-31,0.6228290811447866
2006-09-30,0.6367595641111589
2006-10-31,0.6580718676616725
2006-11-30,0.671734460680399
2006-12-31,0.6849721050253867
2007-01-31,0.6676153062687812
2007-02-28,0.677028002858707
2007-03-31,0.6934199681785211
2007-04-30,0.7253989226734548
2007-05-31,0.7194335669744132
2007-06-30,0.776435033196362
2007-07-31,0.8116376628569393
2007-08-31,0.8612750169937536
2007-09-30,0.9068473181257902
2007-10-31,0.9769728292781823
2007-11-30,1.0505957147706078
2007-12-31,0.9977837220658559
2008-01-31,0.9696196122063987
2008-02-29,1.027242301112884
2008-03-31,1.0281788536831171
2008-04-30,1.0130575910422905
2008-05-31,1.0248277125319316
2008-06-30,1.0667922317867258
2008-07-31,1.0084019271592815
2008-08-31,1.0224988072608818
2008-09-30,1.006075980859675
2008-10-31,1.0369664516153427
2008-11-30,1.047340536138119
2008-12-31,1.0262578494254628
2009-01-31,1.0541543153932682
2009-02-28,0.991517930717202
2009-03-31,0.9662260611853903
2009-04-30,0.9267009840719428
2009-05-31,0.9132760681126528
2009-06-30,0.9033650548114285
2009-07-31,0.8998036074010635
2009-08-31,0.8942191777784051
2009-09-30,0.8858983827636054
2009-10-31,0.8977390724446804
2009-11-30,0.9226736186883736
2009-12-31,0.898366713309763
2010-01-31,0.9035440087746037
2010-02-28,0.9247852302698089
2010-03-31,0.9192217358046517
2010-04-30,0.9296637341802064
2010-05-31,0.9411653874670585
2010-06-30,0.8987158368284922
2010-07-31,0.8926945807568005
2010-08-31,0.9194437635930202
2010-09-30,0.9440087131951447
2010-10-31,0.9778098989032012
2010-11-30,0.9348895266927915
2010-12-31,0.9140372315905747
2011-01-31,0.9047818688767887
2011-02-28,0.9393691301625596
2011-03-31,0.9686407361839469
2011-04-30,0.972864544344825
2011-05-31,0.9663991802175244
2011-06-30,0.9940009574978453
2011-07-31,1.0307386975556667
2011-08-31,0.9929997085635598
2011-09-30,0.9514839744955422
2011-10-31,0.9771061024180382
2011-11-30,0.9792278126268421
2011-12-31,0.9060530212762226
2012-01-31,0.9122436257703977
2012-02-29,0.9037782611939458
2012-03-31,0.9368895605609538
2012-04-30,0.9534980626952348
2012-05-31,0.9475773853075763
2012-06-30,0.9649815166493735
2012-07-31,0.9729501746631859
2012-08-31,0.9905790179355751
2012-09-30,0.9824204672177376
2012-10-31,0.9875860594314723
2012-11-30,0.9886666631601664
2012-12-31,0.9757491819375157
2013-01-31,0.972493795246834
2013-02-28,0.9666272387803582
2013-03-31,0.9721863810119907
2013-04-30,1.0433814425307961
2013-05-31,1.068130851016344
2013-06-30,1.1188182352584035
2013-07-31,1.1504594532079848
2013-08-31,1.2159137900958743
2013-09-30,1.1711007422485633
2013-10-31,1.1845317045809631
2013-11-30,1.23039152733368
2013-12-31,1.2870859178361593
2014-01-31,1.335061409656134
2014-02-28,1.3194913082797952
2014-03-31,1.3462291060676428
2014-04-30,1.3810083510692512
2014-05-31,1.3888107907131522
2014-06-30,1.4014784814840224
2014-07-31,1.4165560399850285
2014-08-31,1.4945750352716356
2014-09-30,1.5636579596956355
2014-10-31,1.646860148531277
2014-11-30,1.6540588279469546
2014-12-31,1.575587866035224
2015-01-31,1.5662924272259573
2015-02-28,1.5774605206586643
2015-03-31,1.6149252524087467
2015-04-30,1.7157875154264957
2015-05-31,1.6947978699518997
2015-06-30,1.7391176880459498
2015-07-31,1.7956581378234768
2015-08-31,1.8056611042317188
2015-09-30,1.7837813035956704
2015-10-31,1.8266011536343087
2015-11-30,1.8282434387141284
2015-12-31,1.821933534384595
2016-01-31,1.789037876057236
2016-02-29,1.7483919731605522
2016-03-31,1.671987078762098
2016-04-30,1.7888630791700242
2016-05-31,1.819609910661396
2016-06-30,1.9206942615189642
2016-07-31,1.875110136511042
2016-08-31,1.8963842753397122
2016-09-30,1.929390823113632
2016-10-31,2.0387999010205338
2016-11-30,2.1012408032935284
2016-12-31,2.0368626678002744
2017-01-31,2.105427917134539
2017-02-28,2.1279948774215374
2017-03-31,2.0856773169894343
2017-04-30,2.1476117293139865
2017-05-31,2.1775091865924074
2017-06-30,2.241407127387708
2017-07-31,2.288839732669774
2017-08-31,2.364508003182125
2017-09-30,2.4673031799282255
2017-10-31,2.351553740551142
2017-11-30,2.3319651269535973
2017-12-31,2.3419124943141285
2018-01-31,2.3773996644520223
2018-02-28,2.448510476389447
2018-03-31,2.4284185919328256
2018-04-30,2.4260210640493627
2018-05-31,2.3427621802016825
2018-06-30,2.35527744364868
2018-07-31,2.404935572452881
2018-08-31,2.4540172484771814
2018-09-30,2.246100008719722
2018-10-31,2.2905186307704484
2018-11-30,2.2890992378158743
2018-12-31,2.359840610556945
2019-01-31,2.3480497034597927
2019-02-28,2.3344525848372033
2019-03-31,2.3481705033989346
2019-04-30,2.401373195691223
2019-05-31,2.349751031194808
2019-06-30,2.3183320517482686
2019-07-31,2.3356386071296367
2019-08-31,2.304049043612773
2019-09-30,2.2347411636573264
2019-10-31,2.28079063815849
2019-11-30,2.2704412339829934
2019-12-31,2.303405538757574
2020-01-31,2.413920777216717
2020-02-29,2.518807351126823
2020-03-31,2.5787837732858483
2020-04-30,2.616023423379458
2020-05-31,2.783694352220599
2020-06-30,2.9931103460688315
2020-07-31,3.2507399111327513
2020-08-31,3.300497777789963
2020-09-30,3.271828096701926
2020-10-31,3.292434385360452
2020-11-30,3.350927767547526
2020-12-31,3.3589150085943302
2021-01-31,3.217270293564767
2021-02-28,3.2450023587920587
2021-03-31,3.273751425459236
2021-04-30,3.258259124115215
2021-05-31,3.2651909012378324
2021-06-30,3.251035319232779
2021-07-31,3.3319108333797387
2021-08-31,3.286683005839207
2021-09-30,3.345794724684814
2021-10-31,3.33687698322251
2021-11-30,3.176835572122115
2021-12-31,3.1195438573133565
2022-01-31,3.138683154263927
2022-02-28,3.3291627425342796
2022-03-31,3.476226617638525
2022-04-30,3.5992361553385765
2022-05-31,3.600636691772018
2022-06-30,3.5953496676407766
2022-07-31,3.5687542370274503
2022-08-31,3.5339552215323
2022-09-30,3.7802267501680547
2022-10-31,3.6665126098769276
2022-11-30,3.6602765458373714
2022-12-31,3.450175685410114
2023-01-31,3.313678080067629
2023-02-28,3.204048561467264
2023-03-31,3.274804819343685
2023-04-30,3.357352085497074
2023-05-31,3.3927336746150307
2023-06-30,3.4085303820827053
2023-07-31,3.429310149439672
2023-08-31,3.3817680638374696
2023-09-30,3.378120387280666
2023-10-31,3.3544627775424853
2023-11-30,3.353748926945615
2023-12-31,3.478796462208938
2024-01-31,3.6327692340008215
2024-02-29,3.6519437288612018
2024-03-31,3.5693338573919138
2024-04-30,3.7205475730992754
2024-05-31,3.7527853410878116
2024-06-30,3.5406744038951694
2024-07-31,3.7048921442715717
2024-08-31,3.6150732190532087
2024-09-30,3.6784187794189247
2024-10-31,3.6175337875989473
2024-11-30,3.6730025626130125
2024-12-31,3.637347257848972
2025-01-31,3.4964553568923056
2025-02-28,3.4067591231708647
2025-03-31,3.5755990131833886
2025-04-30,3.5659026762352037
2025-05-31,3.5062334867579783
2025-06-30,3.60345936267378
2025-07-31,3.4354464899610626
2025-08-31,3.31585543799073
2025-09-30,3.367651712475008
2025-10-31,3.4521347982693724
2025-11-30,3.484625761246966
2025-12-31,3.5215171704121557
