date,equity
2006-01-31,0.9043192584537326
2006-02-28,0.8811972795770394
2006-03-31,0.9089946936993559
2006-04-30,0.8253827195599502
2006-05-31,0.6975024782728556
2006-06-30,0.6224610233445426
2006-07-31,0.6452540821104191
2006-08-31,0.6228290811447866
2006-09-30,0.6367595641111589
2006-10-31,0.6580718676616725
2006-11-30,0.671734460680399
2006-12-31,0.7036430909887971
2007-01-31,0.6622485853331843
2007-02-28,0.6845675494631607
2007-03-31,0.7255118016438068
2007-04-30,0.8151887396204097
2007-05-31,0.8011746233696171
2007-06-30,0.9421463861456512
2007-07-31,1.041408595431183
2007-08-31,1.191952194639939
2007-09-30,1.3451206363210257
2007-10-31,1.63924261547063
2007-11-30,2.024602883286062
2007-12-31,1.5649704526263244
2008-01-31,1.351809090065366
2008-02-29,1.786383938061119
2008-03-31,1.7953010844123067
2008-04-30,1.6441736536504479
2008-05-31,1.7519434616326282
2008-06-30,2.1670645402240365
2008-07-31,1.2591891209409718
2008-08-31,1.3930924802983262
2008-09-30,1.22090382449318
2008-10-31,1.5115497924871006
2008-11-30,1.6237895905256818
2008-12-31,1.388990133477578
2009-01-31,1.6610298262992889
2009-02-28,0.8489505963377547
2009-03-31,0.6665537183137193
2009-04-30,0.42054880462599437
2009-05-31,0.3662536720574897
2009-06-30,0.33370825889809147
2009-07-31,0.32383934110813
2009-08-31,0.30929474237715915
2009-09-30,0.2884772034731766
2009-10-31,0.3140193855189902
2009-11-30,0.3757348719158618
2009-12-31,0.305216084902394
2010-01-31,0.31678098140355787
2010-02-28,0.35761714780750953
2010-03-31,0.34641716068779244
2010-04-30,0.36146369474005763
2010-05-31,0.3775926241567295
2010-06-30,0.31009808600837113
2010-07-31,0.3018691601841174
2010-08-31,0.33900084843875583
2010-09-30,0.3761597095188629
2010-10-31,0.4334038345001996
2010-11-30,0.34943228314863056
2010-12-31,0.317862960362092
2011-01-31,0.30476938208771703
2011-02-28,0.353498512159637
2011-03-31,0.4014164187705701
2011-04-30,0.40901749213619903
2011-05-31,0.3971792862987941
2011-06-30,0.4416113867043652
2011-07-31,0.5069165397006986
2011-08-31,0.4246965965428008
2011-09-30,0.33811976804780725
2011-10-31,0.3818539201002284
2011-11-30,0.3854369150143355
2011-12-31,0.19195215032513516
2012-01-31,0.20079500817848556
2012-02-29,0.1887085582346004
2012-03-31,0.23645426241660944
2012-04-30,0.2660110416628577
2012-05-31,0.25435457913539955
2012-06-30,0.2874989271846621
2012-07-31,0.3039499035485499
2012-08-31,0.3418043320423217
2012-09-30,0.32342037444461935
2012-10-31,0.33434047722787985
2012-11-30,0.3366896858584036
2012-12-31,0.3220570233119074
2013-01-31,0.31842644704079676
2013-02-28,0.31215249273681306
2013-03-31,0.31640672837986605
2013-04-30,0.3823713796514185
2013-05-31,0.4071275042472611
2013-06-30,0.45979708022061666
2013-07-31,0.4955015449116729
2013-08-31,0.5772653122240473
2013-09-30,0.509172082675909
2013-10-31,0.5278576806380483
2013-11-30,0.59485694691299
2013-12-31,0.6833260109985935
2014-01-31,0.7631773433989668
2014-02-28,0.7346961884238706
2014-03-31,0.7812809921841919
2014-04-30,0.8379557757048355
2014-05-31,0.8514977745170381
2014-06-30,0.8732389709836711
2014-07-31,0.8995712392870913
2014-08-31,1.035633131723004
2014-09-30,1.1330355020779848
2014-10-31,1.2554751711071117
2014-11-30,1.2667413808661856
2014-12-31,1.1108751886269008
2015-01-31,1.09434069273288
2015-02-28,1.1131760618616724
2015-03-31,1.176821862155622
2015-04-30,1.3787139890841043
2015-05-31,1.3306268875404024
2015-06-30,1.43031005006045
2015-07-31,1.5651592671380705
2015-08-31,1.588664147144253
2015-09-30,1.5364573166104842
2015-10-31,1.6324295358879184
2015-11-30,1.6362562644630256
2015-12-31,1.624382012356025
2016-01-31,1.5605287594977368
2016-02-29,1.4777109276856537
2016-03-31,1.302765956660571
2016-04-30,1.5704661635539168
2016-05-31,1.6489565392130205
2016-06-30,1.9514943994227654
2016-07-31,1.7943020400885676
2016-08-31,1.8635516947053616
2016-09-30,1.9730791812025703
2016-10-31,2.4094574116525345
2016-11-30,2.70175467678865
2016-12-31,2.342943627197233
2017-01-31,2.6878714897058074
2017-02-28,2.8094516604616264
2017-03-31,2.582708792287279
2017-04-30,2.8746216947467556
2017-05-31,3.026920371850899
2017-06-30,3.346514458060145
2017-07-31,3.5802962101224005
2017-08-31,3.973207133630641
2017-09-30,4.561846762921484
2017-10-31,3.7272114243129733
2017-11-30,3.6071834794914084
2017-12-31,3.6602026832214416
2018-01-31,3.8407413286889915
2018-02-28,4.22202744952917
2018-03-31,4.113107068756538
2018-04-30,4.100610703202456
2018-05-31,3.6202209423816294
2018-06-30,3.683707751142892
2018-07-31,3.9385671466498158
2018-08-31,4.19289466705272
2018-09-30,2.3828524733152547
2018-10-31,2.6189856484551095
2018-11-30,2.610855704096383
2018-12-31,3.039826579250379
2019-01-31,2.9594553258094787
2019-02-28,2.8709799354044785
2019-03-31,2.9584479637170795
2019-04-30,3.317685561499201
2019-05-31,2.93578906769742
2019-06-30,2.724145188523691
2019-07-31,2.832983356973512
2019-08-31,2.629548759307775
2019-09-30,2.3847493857034623
2019-10-31,2.531660494741219
2019-11-30,2.497279606506972
2019-12-31,2.58601153905505
2020-01-31,2.93912371755294
2020-02-29,3.335905430795458
2020-03-31,3.587007241845534
2020-04-30,3.741297685817031
2020-05-31,4.503049925314837
2020-06-30,5.766011860454882
2020-07-31,8.453600690601197
2020-08-31,9.110792636228727
2020-09-30,8.725341645858462
2020-10-31,8.995762245390344
2020-11-30,9.751227351342434
2020-12-31,9.862418179857462
2021-01-31,7.316085902398581
2021-02-28,7.701724378353719
2021-03-31,8.119487035651341
2021-04-30,7.880602483132254
2021-05-31,7.982647512140135
2021-06-30,7.787519046877528
2021-07-31,8.415361020661205
2021-08-31,8.053714614635817
2021-09-30,8.516907049994561
2021-10-31,8.444635526904964
2021-11-30,7.059440033149598
2021-12-31,6.6238462628263965
2022-01-31,6.7184819671316145
2022-02-28,7.910315335649864
2022-03-31,9.027822426740455
2022-04-30,10.089047178097385
2022-05-31,10.102114786192715
2022-06-30,10.053117484156605
2022-07-31,9.80926254060983
2022-08-31,9.49756546704106
2022-09-30,12.356116386490244
2022-10-31,10.623511243210276
2022-11-30,10.54761025501409
2022-12-31,7.262814051179363
2023-01-31,5.537314470571969
2023-02-28,4.4463922061532655
2023-03-31,5.027915193329313
2023-04-30,5.791777111207536
2023-05-31,6.163866078296799
2023-06-30,6.339434795244861
2023-07-31,6.577000928855182
2023-08-31,6.013135040044156
2023-09-30,5.980042549213163
2023-10-31,5.7705871112465985
2023-11-30,5.764439688654486
2023-12-31,6.7095925283073425
2024-01-31,7.848317651063206
2024-02-29,7.968767213757932
2024-03-31,7.4271931673034075
2024-04-30,8.337644209202397
2024-05-31,8.545357949216445
2024-06-30,6.72440855083991
2024-07-31,8.033186345300225
2024-08-31,7.205745968556918
2024-09-30,7.744583374870386
2024-10-31,7.187867819691711
2024-11-30,7.667319416218581
2024-12-31,7.358748915107332
2025-01-31,6.188616184750062
2025-02-28,5.522514806564213
2025-03-31,6.872075750206924
2025-04-30,6.783468948104953
2025-05-31,6.239757931613636
2025-06-30,7.011586165505636
2025-07-31,5.550492232238715
2025-08-31,4.658382187377742
2025-09-30,4.993879114432144
2025-10-31,5.596168534255471
2025-11-30,5.847594305345116
2025-12-31,6.145061351149912
