month,return
2021-04-01,-0.0060308953305105995
2021-05-01,0.029148347191698232
2021-06-01,0.019187595666227963
2021-07-01,0.011184711711236472
2021-08-01,0.013752651445657182
2021-09-01,-0.03571393627822805
2021-10-01,0.05679341785449843
2021-11-01,0.023131599781895495
2021-12-01,0.029438532300074982
2022-01-01,-0.053455366765250756
2022-02-01,0.0027680365112521255
2022-03-01,0.011999464941004456
2022-04-01,-0.09324682391818695
2022-05-01,0.051122967601624714
2022-06-01,-0.15135617412758706
2022-07-01,0.13931387383686755
2022-08-01,-0.06740022593531081
2022-09-01,-0.10611255566793953
2022-10-01,0.059605412239651656
2022-11-01,0.1282546783081635
2022-12-01,-0.07397303871127692
2023-01-01,0.10886461929461433
2023-02-01,-0.06767315362090676
2023-03-01,0.07995722121568893
2023-04-01,-0.0011925982240341693
2023-05-01,0.03908789788353073
2023-06-01,0.006101550549802548
2023-07-01,0.047083419312828
2023-08-01,-0.030422289859010077
2023-09-01,-0.03861955339946599
2023-10-01,-0.03369331771566453
2023-11-01,0.10034868125926888
2023-12-01,0.08682741907393399
2024-01-01,0.03496479006291309
2024-02-01,0.04424881043166495
2024-03-01,0.05085954924899916
2024-04-01,-0.06343298584294099
2024-05-01,0.09334627885846625
2024-06-01,0.011430824367967052
2024-07-01,-0.020922957926277852
2024-08-01,-0.003723595764240417
2024-09-01,0.08213576783432641
2024-10-01,-0.013438476407397149
2024-11-01,0.03392589644014299
2024-12-01,-0.08370067744976017
2025-01-01,0.031932382778441015
2025-02-01,0.015609569097171372
2025-03-01,-0.0019010017491777331
2025-04-01,-0.06105717432258517
2025-05-01,0.0771447965482368
2025-06-01,0.12503939278977128
2025-07-01,0.011633289538697023
2025-08-01,0.07816609407705677
2025-09-01,0.15084126747513293
2025-10-01,0.11728160328810677
2025-11-01,0.010658073757020103
2025-12-01,0.0491749625394573
2026-01-01,0.0
