date,equity,adj_ret,exposure,scale,vol
2007-01-31,0.9867241669498645,-0.013275833050135487,0.5,0.9742413029775903,0.12317277006552889
2007-02-28,0.9901572412353769,0.0034792644190773407,0.5,0.9819756243491264,0.12220262603721803
2007-03-31,1.0199968769615073,0.030136259660032222,0.5,0.9729201282767584,0.12334003225171697
2007-04-30,1.0514724998944038,0.030858548338559614,0.5,1.28077242719479,0.09369345986220974
2007-05-31,1.054229770486087,0.0026222945364335767,0.5,1.3764732068327281,0.08717932132955977
2007-06-30,1.0578460468022926,0.0034302544070047847,0.5,1.5,0.07684044227251065
2007-07-31,1.0741671345502992,0.015428603998987378,0.5,1.5,0.06519562389096056
2007-08-31,1.125030392334979,0.04735134426354759,0.5,1.5,0.0624433773515472
2007-09-30,1.1662656882361158,0.036652606171424296,0.5,1.5,0.05101995298155962
2007-10-31,1.1256400060861689,-0.034833985565836306,0.5,1.5,0.06049589738119799
2007-11-30,1.133377324536472,0.006873705988120926,0.5,1.5,0.060126320883352846
2007-12-31,1.053997172220567,-0.07003859226526346,0.5,1.476768331341193,0.08125851391397095
2008-01-31,1.0227162089060444,-0.02967841293978009,0.5,1.442525586899296,0.08318743257645751
2008-02-29,1.0281875704676484,0.005349833623402035,0.5,1.4425225225194866,0.0831876092932053
2008-03-31,1.0782532087572592,0.04869309815410374,0.5,1.4214060179484156,0.08442345008022538
2008-04-30,1.094372585794254,0.014949528465185826,0.5,1.4653812672175184,0.0818899508848351
2008-05-31,1.0350780341307193,-0.054181320359464956,0.5,1.2849462652977859,0.09338911925020463
2008-06-30,1.032100707675004,-0.0028764270494984466,0.5,1.2858333533992028,0.09332469070176976
2008-07-31,1.032608464909938,0.0004919648161834754,0.5,1.2973587157419175,0.0924956209442628
2008-08-31,0.9793506700058031,-0.05157598132684298,0.5,1.31289026882475,0.09140139343664988
2008-09-30,0.9033463630452488,-0.07760683612959991,0.5,1.2030763367673118,0.09974429413385537
2008-10-31,0.864935904630974,-0.04252018935991528,0.5,1.1808391392956255,0.10162264783294733
2008-11-30,0.8862725743380496,0.024668498085044576,0.5,1.1222507074901498,0.10692797892582595
2008-12-31,0.8698480505051989,-0.018532135946007444,0.5,1.187914864107001,0.10101734023692716
2009-01-31,0.8482531584695782,-0.024826050967268018,0.5,1.1875687099905887,0.10104678490640846
2009-02-28,0.8944402744226347,0.054449683436944174,0.5,0.9916210556620667,0.12101396931298587
2009-03-31,0.9287083960805856,0.03831236432200136,0.5,0.9754078362103461,0.12302546231966305
2009-04-30,0.9389493941722137,0.011027140634076275,0.5,0.9739504853314432,0.12320954895275095
2009-05-31,0.9402824406179895,0.001419721290678401,0.5,1.0212924510587609,0.11749817584140324
2009-06-30,0.9714248672786462,0.03312028951661457,0.5,0.9709243826830534,0.12359355902505186
2009-07-31,0.9921681417497507,0.021353452201830783,0.5,0.9537716948460049,0.1258162730645672
2009-08-31,1.0168073507078845,0.024833702999857467,0.5,1.00218799218378,0.11973801416091459
2009-09-30,1.0030981911180912,-0.013482553583281333,0.5,1.2691226453674396,0.09455350941693842
2009-10-31,1.0638775225855153,0.06059160708851149,0.5,1.4210930414153569,0.0844420432039301
2009-11-30,1.1165160338254192,0.049477980427651044,0.5,1.389322848049269,0.08637301270074879
2009-12-31,1.0597710866841308,-0.050823226377563264,0.5,1.1876107086682275,0.1010432114868403
2010-01-31,1.0863280485259448,0.025059149259211093,0.5,1.2948909585489172,0.09267189581312282
2010-02-28,1.1483300170923831,0.05707481147206854,0.5,1.3634279993105667,0.08801344849942894
2010-03-31,1.153354627907015,0.004375580834640697,0.5,1.395300954481041,0.0860029512734276
2010-04-30,1.1144530159681354,-0.03372909857696948,0.5,1.251762822457178,0.09586480589385385
2010-05-31,1.0721207589356125,-0.03798478394869657,0.5,1.1326754063832627,0.10594385586879748
2010-06-30,1.0913364591088595,0.01792307444202847,0.5,1.1680356420212084,0.10273659097623762
2010-07-31,1.0743068447207145,-0.015604366779838511,0.5,1.1610310145455789,0.10335641209978128
2010-08-31,1.1455857217369514,0.06634871346720986,0.5,1.007982166681866,0.11904972524962712
2010-09-30,1.1739679464270447,0.024775295424474802,0.5,1.0151350443679352,0.11821087318950449
2010-10-31,1.19421740285466,0.01724873024791175,0.5,1.058728300358827,0.11334352728582893
2010-11-30,1.2231545401125887,0.024231046364554233,0.5,1.0844121196823058,0.11065903619295193
2010-12-31,1.2591060892308763,0.029392483074933702,0.5,1.2411742017877436,0.09668264118538415
2011-01-31,1.2960492472039176,0.029340782551220947,0.5,1.2360166861789843,0.0970860679648002
2011-02-28,1.2999535625638254,0.0030124745400926,0.5,1.2979611286917843,0.09245269164643478
2011-03-31,1.3365718247225336,0.028168900192471386,0.5,1.2936133620703294,0.09276342029116734
2011-04-30,1.31721213297863,-0.014484587648645488,0.5,1.3873425117628657,0.08649630425259486
2011-05-31,1.285707331655317,-0.023917788588897093,0.5,1.5,0.0774446037521837
2011-06-30,1.2904800298202423,0.0037121186505023607,0.5,1.5,0.07838386743073684
2011-07-31,1.2453275798273364,-0.034988879292611304,0.5,1.445132929359678,0.08303734387477464
2011-08-31,1.1532594493377737,-0.07393085319954763,0.5,1.4227655383843236,0.08434277944085618
2011-09-30,1.2178082655936635,0.055970767283073326,0.5,1.318117891590444,0.09103889778417902
2011-10-31,1.2044121086311836,-0.011000218458814137,0.5,1.3208178884514081,0.09085279738351659
2011-11-30,1.211029180973673,0.005494026749705791,0.5,1.3596229946388811,0.08825976059037767
2011-12-31,1.211029180973673,0.0,0.0,1.4173290726319494,0.08466629402948928
2012-01-31,1.211029180973673,0.0,0.0,1.4951399871012476,0.08026004323023557
2012-02-29,1.2507307690202114,0.032783345496776424,0.5,1.4222488234676416,0.08437342187945933
2012-03-31,1.2507307690202114,-0.0,0.0,1.4894648568964273,0.08056584849544014
2012-04-30,1.1997108229613842,-0.04079210915934764,0.5,1.4232156929471058,0.08431610232705594
2012-05-31,1.2374293854447316,0.031439711771743824,0.5,1.3699737093208095,0.087592921808326
