month,close
2005-01-01,80.15430450439453
2005-02-01,81.82984924316406
2005-03-01,80.33294677734375
2005-04-01,78.82791137695312
2005-05-01,81.36810302734375
2005-06-01,81.49137878417969
2005-07-01,84.6093521118164
2005-08-01,83.816162109375
2005-09-01,84.48884582519531
2005-10-01,82.49061584472656
2005-11-01,86.11624908447266
2005-12-01,85.95146179199219
2006-01-01,88.01551055908203
2006-02-01,88.51946258544922
2006-03-01,89.98037719726562
2006-04-01,91.11699676513672
2006-05-01,88.37246704101562
2006-06-01,88.60293579101562
2006-07-01,88.99976348876953
2006-08-01,90.94194793701172
2006-09-01,93.39749908447266
2006-10-01,96.34111022949219
2006-11-01,98.25688934326172
2006-12-01,99.57068634033203
2007-01-01,101.06827545166016
2007-02-01,99.08556365966797
2007-03-01,100.2338638305664
2007-04-01,104.67377471923828
2007-05-01,108.22434997558594
2007-06-01,106.64199829101562
2007-07-01,103.30303192138672
2007-08-01,104.62870788574219
2007-09-01,108.6793441772461
2007-10-01,110.15373992919922
2007-11-01,105.88717651367188
2007-12-01,104.69477081298828
2008-01-01,98.36485290527344
2008-02-01,95.82286071777344
2008-03-01,94.96600341796875
2008-04-01,99.4922866821289
2008-05-01,100.99622344970703
2008-06-01,92.55540466308594
2008-07-01,91.72373962402344
2008-08-01,93.14120483398438
2008-09-01,84.36976623535156
2008-10-01,70.43304443359375
2008-11-01,65.53041076660156
2008-12-01,66.17236328125
2009-01-01,60.738677978515625
2009-02-01,54.21238327026367
2009-03-01,58.728797912597656
2009-04-01,64.56330871582031
2009-05-01,68.33724975585938
2009-06-01,68.29251861572266
2009-07-01,73.38753509521484
2009-08-01,76.09844207763672
2009-09-01,78.79664611816406
2009-10-01,77.28175354003906
2009-11-01,82.04283905029297
2009-12-01,83.60993194580078
2010-01-01,80.57137298583984
2010-02-01,83.08477783203125
2010-03-01,88.1429214477539
2010-04-01,89.50651550292969
2010-05-01,82.39483642578125
2010-06-01,78.1316146850586
2010-07-01,83.46807098388672
2010-08-01,79.71360778808594
2010-09-01,86.85237884521484
2010-10-01,90.1703109741211
2010-11-01,90.1703109741211
2010-12-01,96.19837951660156
2011-01-01,98.4397964477539
2011-02-01,101.85934448242188
2011-03-01,101.87162017822266
2011-04-01,104.82192993164062
2011-05-01,103.64642333984375
2011-06-01,101.89791870117188
2011-07-01,99.85951232910156
2011-08-01,94.36966705322266
2011-09-01,87.81845092773438
2011-10-01,97.40357208251953
2011-11-01,97.00777435302734
2011-12-01,98.02132415771484
2012-01-01,102.56703186035156
2012-02-01,107.01895141601562
2012-03-01,110.46109771728516
2012-04-01,109.72373962402344
2012-05-01,103.13418579101562
2012-06-01,107.31951141357422
2012-07-01,108.5890121459961
2012-08-01,111.30945587158203
2012-09-01,114.1312255859375
2012-10-01,112.05431365966797
2012-11-01,112.68844604492188
2012-12-01,113.69532012939453
2013-01-01,119.5153579711914
2013-02-01,121.0402603149414
2013-03-01,125.63629150390625
2013-04-01,128.05001831054688
2013-05-01,131.07330322265625
2013-06-01,129.32418823242188
2013-07-01,136.0072479248047
2013-08-01,131.92808532714844
2013-09-01,136.10313415527344
2013-10-01,142.40562438964844
2013-11-01,146.62620544433594
2013-12-01,150.4276580810547
2014-01-01,145.12533569335938
2014-02-01,151.73085021972656
2014-03-01,152.98953247070312
2014-04-01,154.05300903320312
2014-05-01,157.6280517578125
2014-06-01,160.88232421875
2014-07-01,158.72042846679688
2014-08-01,164.9840850830078
2014-09-01,162.7078857421875
2014-10-01,166.5398406982422
2014-11-01,171.11508178710938
2014-12-01,170.6809844970703
2015-01-01,165.62384033203125
2015-02-01,174.93260192871094
2015-03-01,172.18519592285156
2015-04-01,173.87843322753906
2015-05-01,176.1138458251953
2015-06-01,172.53660583496094
2015-07-01,176.4340362548828
2015-08-01,165.680419921875
2015-09-01,161.45291137695312
2015-10-01,175.18603515625
2015-11-01,175.82635498046875
2015-12-01,172.78762817382812
2016-01-01,164.18511962890625
2016-02-01,164.04953002929688
2016-03-01,175.08450317382812
2016-04-01,175.77450561523438
2016-05-01,178.7647705078125
2016-06-01,179.38609313964844
2016-07-01,185.92855834960938
2016-08-01,186.15118408203125
2016-09-01,186.1619873046875
2016-10-01,182.93447875976562
2016-11-01,189.6735382080078
2016-12-01,193.51852416992188
2017-01-01,196.98146057128906
2017-02-01,204.72119140625
2017-03-01,204.97706604003906
2017-04-01,207.01177978515625
2017-05-01,209.9332733154297
2017-06-01,211.27159118652344
2017-07-01,215.6140594482422
2017-08-01,216.24319458007812
2017-09-01,220.600341796875
2017-10-01,225.79859924316406
2017-11-01,232.7003631591797
2017-12-01,235.52247619628906
2018-01-01,248.79635620117188
2018-02-01,239.74996948242188
2018-03-01,233.1782989501953
2018-04-01,234.38351440429688
2018-05-01,240.08114624023438
