month,close
2005-01-01,42.220001220703125
2005-02-01,43.529998779296875
2005-03-01,42.81999969482422
2005-04-01,43.349998474121094
2005-05-01,41.650001525878906
2005-06-01,43.439998626708984
2005-07-01,42.81999969482422
2005-08-01,43.400001525878906
2005-09-01,46.70000076293945
2005-10-01,46.400001525878906
2005-11-01,49.099998474121094
2005-12-01,51.58000183105469
2006-01-01,56.70000076293945
2006-02-01,56.06999969482422
2006-03-01,58.099998474121094
2006-04-01,65.08999633789062
2006-05-01,64.2300033569336
2006-06-01,61.22999954223633
2006-07-01,63.15999984741211
2006-08-01,62.290000915527344
2006-09-01,59.470001220703125
2006-10-01,60.2400016784668
2006-11-01,64.38999938964844
2006-12-01,63.209999084472656
2007-01-01,64.83000183105469
2007-02-01,66.4800033569336
2007-03-01,65.73999786376953
2007-04-01,67.08999633789062
2007-05-01,65.54000091552734
2007-06-01,64.2699966430664
2007-07-01,65.79000091552734
2007-08-01,66.5199966430664
2007-09-01,73.51000213623047
2007-10-01,78.62000274658203
2007-11-01,77.31999969482422
2007-12-01,82.45999908447266
2008-01-01,91.4000015258789
2008-02-01,96.18000030517578
2008-03-01,90.41000366210938
2008-04-01,86.6500015258789
2008-05-01,87.44999694824219
2008-06-01,91.4000015258789
2008-07-01,90.08000183105469
2008-08-01,81.70999908447266
2008-09-01,85.06999969482422
2008-10-01,71.33999633789062
2008-11-01,80.30999755859375
2008-12-01,86.5199966430664
2009-01-01,91.30999755859375
2009-02-01,92.62999725341797
2009-03-01,90.27999877929688
2009-04-01,87.2699966430664
2009-05-01,96.19999694824219
2009-06-01,91.18000030517578
2009-07-01,93.3499984741211
2009-08-01,93.4000015258789
2009-09-01,98.8499984741211
2009-10-01,102.52999877929688
2009-11-01,115.63999938964844
2009-12-01,107.30999755859375
2010-01-01,105.95999908447266
2010-02-01,109.43000030517578
2010-03-01,108.94999694824219
2010-04-01,115.36000061035156
2010-05-01,118.87999725341797
2010-06-01,121.68000030517578
2010-07-01,115.48999786376953
2010-08-01,122.08000183105469
2010-09-01,127.91000366210938
2010-10-01,132.6199951171875
2010-11-01,135.4199981689453
2010-12-01,138.72000122070312
2011-01-01,129.8699951171875
2011-02-01,137.66000366210938
2011-03-01,139.86000061035156
2011-04-01,152.3699951171875
2011-05-01,149.63999938964844
2011-06-01,146.0
2011-07-01,158.2899932861328
2011-08-01,177.72000122070312
2011-09-01,158.05999755859375
2011-10-01,167.33999633789062
2011-11-01,170.1300048828125
2011-12-01,151.99000549316406
2012-01-01,169.30999755859375
2012-02-01,164.2899932861328
2012-03-01,162.1199951171875
2012-04-01,161.8800048828125
2012-05-01,151.6199951171875
2012-06-01,155.19000244140625
2012-07-01,156.49000549316406
2012-08-01,164.22000122070312
2012-09-01,171.88999938964844
2012-10-01,166.8300018310547
2012-11-01,166.0500030517578
2012-12-01,162.02000427246094
2013-01-01,161.1999969482422
2013-02-01,153.0
2013-03-01,154.4499969482422
2013-04-01,142.77000427246094
2013-05-01,133.9199981689453
2013-06-01,119.11000061035156
2013-07-01,127.95999908447266
2013-08-01,134.6199951171875
2013-09-01,128.17999267578125
2013-10-01,127.73999786376953
2013-11-01,120.69999694824219
2013-12-01,116.12000274658203
2014-01-01,120.08999633789062
2014-02-01,127.62000274658203
2014-03-01,123.61000061035156
2014-04-01,124.22000122070312
2014-05-01,120.43000030517578
2014-06-01,128.0399932861328
2014-07-01,123.38999938964844
2014-08-01,123.86000061035156
2014-09-01,116.20999908447266
2014-10-01,112.66000366210938
2014-11-01,112.11000061035156
2014-12-01,113.58000183105469
2015-01-01,123.44999694824219
2015-02-01,116.16000366210938
2015-03-01,113.66000366210938
2015-04-01,113.47000122070312
2015-05-01,114.0999984741211
2015-06-01,112.37000274658203
2015-07-01,104.93000030517578
2015-08-01,108.81999969482422
2015-09-01,106.86000061035156
2015-10-01,109.30000305175781
2015-11-01,101.91999816894531
2015-12-01,101.45999908447266
2016-01-01,106.94999694824219
2016-02-01,118.63999938964844
2016-03-01,117.63999938964844
2016-04-01,123.6500015258789
2016-05-01,116.05999755859375
2016-06-01,126.47000122070312
2016-07-01,128.97999572753906
2016-08-01,124.77999877929688
2016-09-01,125.63999938964844
2016-10-01,121.94000244140625
2016-11-01,111.75
2016-12-01,109.61000061035156
2017-01-01,115.55000305175781
2017-02-01,119.2300033569336
2017-03-01,118.72000122070312
2017-04-01,120.7699966430664
2017-05-01,120.62000274658203
2017-06-01,118.0199966430664
2017-07-01,120.75
2017-08-01,125.81999969482422
2017-09-01,121.58000183105469
2017-10-01,120.66999816894531
2017-11-01,121.0999984741211
2017-12-01,123.6500015258789
2018-01-01,127.6500015258789
