month,close
2005-01-01,46.56700134277344
2005-02-01,45.88148880004883
2005-03-01,45.67288589477539
2005-04-01,47.43819046020508
2005-05-01,48.926578521728516
2005-06-01,49.98573303222656
2005-07-01,48.29583740234375
2005-08-01,49.9748649597168
2005-09-01,48.16933059692383
2005-10-01,47.08990478515625
2005-11-01,47.41495895385742
2005-12-01,48.82872009277344
2006-01-01,48.175167083740234
2006-02-01,48.70891189575195
2006-03-01,46.48296356201172
2006-04-01,45.20353698730469
2006-05-01,45.1172981262207
2006-06-01,45.648887634277344
2006-07-01,46.636383056640625
2006-08-01,48.061676025390625
2006-09-01,48.98204803466797
2006-10-01,49.39672088623047
2006-11-01,50.536903381347656
2006-12-01,49.17457580566406
2007-01-01,48.68525314331055
2007-02-01,50.335147857666016
2007-03-01,49.47929000854492
2007-04-01,49.92711639404297
2007-05-01,48.77186965942383
2007-06-01,48.27761459350586
2007-07-01,49.879947662353516
2007-08-01,50.77168655395508
2007-09-01,50.887508392333984
2007-10-01,51.81170654296875
2007-11-01,54.58429718017578
2007-12-01,54.241641998291016
2008-01-01,55.378448486328125
2008-02-01,55.12635803222656
2008-03-01,56.305419921875
2008-04-01,54.905521392822266
2008-05-01,53.429500579833984
2008-06-01,54.84730529785156
2008-07-01,54.64582443237305
2008-08-01,56.14270782470703
2008-09-01,56.97133255004883
2008-10-01,55.911277770996094
2008-11-01,63.92975616455078
2008-12-01,72.65768432617188
2009-01-01,63.16072082519531
2009-02-01,62.19313049316406
2009-03-01,64.71028137207031
2009-04-01,60.211647033691406
2009-05-01,57.9868278503418
2009-06-01,58.42239761352539
2009-07-01,58.75889587402344
2009-08-01,60.06972885131836
2009-09-01,61.546348571777344
2009-10-01,59.93626022338867
2009-11-01,60.66321563720703
2009-12-01,56.813690185546875
2010-01-01,58.343284606933594
2010-02-01,58.14347457885742
2010-03-01,56.9472541809082
2010-04-01,58.83897018432617
2010-05-01,61.844696044921875
2010-06-01,65.4302978515625
2010-07-01,64.8110580444336
2010-08-01,70.24931335449219
2010-09-01,68.47876739501953
2010-10-01,65.4183120727539
2010-11-01,64.31314849853516
2010-12-01,61.93415451049805
2011-01-01,60.02595138549805
2011-02-01,61.01639175415039
2011-03-01,61.0342903137207
2011-04-01,62.46195602416992
2011-05-01,64.59993743896484
2011-06-01,63.099205017089844
2011-07-01,65.88480377197266
2011-08-01,72.25421142578125
2011-09-01,81.79619598388672
2011-10-01,78.66401672363281
2011-11-01,80.22866821289062
2011-12-01,82.99246978759766
2012-01-01,82.71871185302734
2012-02-01,80.57048034667969
2012-03-01,77.15757751464844
2012-04-01,80.88754272460938
2012-05-01,88.18790435791016
2012-06-01,86.70793151855469
2012-07-01,90.01786041259766
2012-08-01,88.83060455322266
2012-09-01,86.58073425292969
2012-10-01,86.16162109375
2012-11-01,87.1603775024414
2012-12-01,84.99211883544922
2013-01-01,82.28482055664062
2013-02-01,83.30411529541016
2013-03-01,82.95470428466797
2013-04-01,86.84101104736328
2013-05-01,80.96976470947266
2013-06-01,78.32103729248047
2013-07-01,76.55256652832031
2013-08-01,75.52642822265625
2013-09-01,76.01870727539062
2013-10-01,77.10604858398438
2013-11-01,75.0217514038086
2013-12-01,73.61905670166016
2014-01-01,78.25910186767578
2014-02-01,78.669189453125
2014-03-01,79.24524688720703
2014-04-01,80.90559387207031
2014-05-01,83.29190826416016
2014-06-01,83.08257293701172
2014-07-01,83.6343994140625
2014-08-01,87.5851058959961
2014-09-01,85.73502349853516
2014-10-01,88.1514892578125
2014-11-01,90.76729583740234
2014-12-01,93.71842956542969
2015-01-01,102.91767120361328
2015-02-01,96.60018920898438
2015-03-01,97.6552963256836
2015-04-01,94.31041717529297
2015-05-01,92.07293701171875
2015-06-01,88.32376861572266
2015-07-01,92.33890533447266
2015-08-01,91.70223236083984
2015-09-01,93.505859375
2015-10-01,93.1236801147461
2015-11-01,92.31568908691406
2015-12-01,92.04130554199219
2016-01-01,97.17082977294922
2016-02-01,100.16954040527344
2016-03-01,100.07598876953125
2016-04-01,99.33894348144531
2016-05-01,100.1390380859375
2016-06-01,107.0828857421875
2016-07-01,109.33428192138672
2016-08-01,108.22620391845703
2016-09-01,106.59369659423828
2016-10-01,101.92422485351562
2016-11-01,93.55241394042969
2016-12-01,93.11964416503906
2017-01-01,93.87789154052734
2017-02-01,95.3654556274414
2017-03-01,94.74073028564453
2017-04-01,96.231201171875
2017-05-01,98.04792022705078
2017-06-01,98.82428741455078
2017-07-01,98.1737289428711
2017-08-01,101.52022552490234
2017-09-01,99.16197204589844
2017-10-01,99.12374114990234
2017-11-01,99.86042022705078
2017-12-01,101.67049407958984
2018-01-01,98.3605728149414
2018-02-01,95.36895751953125
2018-03-01,98.09615325927734
2018-04-01,96.0478286743164
2018-05-01,97.97303009033203
2018-06-01,98.60569763183594
2018-07-01,97.1888427734375
2018-08-01,98.4639663696289
2018-09-01,95.6436996459961
2018-10-01,92.84081268310547
2018-11-01,94.50007629394531
2018-12-01,100.0316390991211
2019-01-01,100.41033935546875
2019-02-01,99.02832794189453
2019-03-01,104.54581451416016
2019-04-01,102.4642333984375
2019-05-01,109.47200775146484
2019-06-01,110.51213836669922
2019-07-01,110.79559326171875
2019-08-01,123.03751373291016
2019-09-01,119.740234375
2019-10-01,118.4072494506836
2019-11-01,117.92522430419922
2019-12-01,114.15452575683594
2020-01-01,122.93441009521484
2020-02-01,131.08058166503906
2020-03-01,139.4391632080078
2020-04-01,141.13890075683594
2020-05-01,138.65216064453125
2020-06-01,139.11880493164062
2020-07-01,145.2890167236328
2020-08-01,137.95692443847656
2020-09-01,139.02392578125
2020-10-01,134.31759643554688
2020-11-01,136.5525665283203
2020-12-01,134.876220703125
2021-01-01,129.97647094726562
2021-02-01,122.52495574951172
2021-03-01,116.0981674194336
2021-04-01,118.99494934082031
2021-05-01,118.99757385253906
2021-06-01,124.25611114501953
2021-07-01,128.8743133544922
2021-08-01,128.4358673095703
2021-09-01,124.70225524902344
2021-10-01,127.77622985839844
2021-11-01,131.31747436523438
2021-12-01,128.6730499267578
2022-01-01,123.6369400024414
2022-02-01,121.61791229248047
2022-03-01,114.99654388427734
2022-04-01,104.1594467163086
2022-05-01,101.8124008178711
2022-06-01,100.51476287841797
2022-07-01,102.95825958251953
2022-08-01,98.2704849243164
2022-09-01,90.17780303955078
2022-10-01,84.79920959472656
2022-11-01,90.8632583618164
2022-12-01,88.48262023925781
2023-01-01,95.24589538574219
2023-02-01,90.62594604492188
2023-03-01,95.01165008544922
2023-04-01,95.33313751220703
2023-05-01,92.45854949951172
2023-06-01,92.65929412841797
2023-07-01,90.30180358886719
2023-08-01,87.46444702148438
2023-09-01,80.5100326538086
2023-10-01,76.11161041259766
